Group,Category,Indicator,Units,Year,Spending
Visitors from China,Total Shopping,Daily spending ($),dollar,2017,107.73
Visitors from China,Total Shopping,Daily spending ($),dollar,2018,115.49
Visitors from China,Total Shopping,Daily spending ($),dollar,2019,99.39
Visitors from China,Total Shopping,Daily spending ($),dollar,2021,102.99
Visitors from China,Total Shopping,Daily spending ($),dollar,2022,109.77
Visitors from China,Total Shopping,Daily spending ($),dollar,2023,63.14
Visitors from China,Lodging,Daily spending ($),dollar,2010,65.47
Visitors from China,Lodging,Daily spending ($),dollar,2011,80.72
Visitors from China,Lodging,Daily spending ($),dollar,2012,80.72
Visitors from China,Lodging,Daily spending ($),dollar,2013,77.03
Visitors from China,Lodging,Daily spending ($),dollar,2014,85.36
Visitors from China,Lodging,Daily spending ($),dollar,2015,86.33
Visitors from China,Lodging,Daily spending ($),dollar,2016,108.48
Visitors from China,Lodging,Daily spending ($),dollar,2017,96.09
Visitors from China,Lodging,Daily spending ($),dollar,2018,96.97
Visitors from China,Lodging,Daily spending ($),dollar,2019,96
Visitors from China,Lodging,Daily spending ($),dollar,2021,89.44
Visitors from China,Lodging,Daily spending ($),dollar,2022,96.85
Visitors from China,Lodging,Daily spending ($),dollar,2023,131.83
Visitors from China,All other expenses,Daily spending ($),dollar,2010,111.86
Visitors from China,All other expenses,Daily spending ($),dollar,2011,9.34
Visitors from China,All other expenses,Daily spending ($),dollar,2012,9.34
Visitors from China,All other expenses,Daily spending ($),dollar,2013,17.69
Visitors from China,All other expenses,Daily spending ($),dollar,2014,15.35
Visitors from China,All other expenses,Daily spending ($),dollar,2015,22.11
Visitors from China,All other expenses,Daily spending ($),dollar,2016,10.65
Visitors from China,All other expenses,Daily spending ($),dollar,2017,7.97
Visitors from China,All other expenses,Daily spending ($),dollar,2018,9.72
Visitors from China,All other expenses,Daily spending ($),dollar,2019,7.6
Visitors from China,All other expenses,Daily spending ($),dollar,2021,7.92
Visitors from China,All other expenses,Daily spending ($),dollar,2022,8.45
Visitors from China,All other expenses,Daily spending ($),dollar,2023,3.12
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2010,29.8
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2011,58.56
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2012,58.56
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2013,59.99
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2014,60.16
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2015,66.52
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2016,74.55
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2017,63.25
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2018,63.74
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2019,63.77
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2021,58.6
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2022,72.87
Visitors from Korea,Total Food and beverage,Daily spending ($),dollar,2023,74.24
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2010,22.86
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2011,25.01
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2012,25.01
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2013,26.2
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2014,26.48
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2015,26.28
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2016,28.06
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2017,27.58
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2018,27.65
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2019,27.4
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2021,26.7
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2022,28.64
Visitors from Korea,Total Entertainment & Recreation,Daily spending ($),dollar,2023,34.22
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2010,13.9
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2011,20.82
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2012,20.82
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2013,23.28
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2014,22.72
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2015,25.66
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2016,28.16
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2017,26.11
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2018,25.44
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2019,24.43
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2021,25.2
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2022,27.04
Visitors from Korea,Total Transportation,Daily spending ($),dollar,2023,25.92
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2010,47.98
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2011,76.63
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2012,76.63
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2013,71.02
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2014,71.14
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2015,77.25
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2016,69.95
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2017,71.96
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2018,79.07
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2019,74.32
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2021,56.1
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2022,51.77
Visitors from Korea,Total Shopping,Daily spending ($),dollar,2023,51.92
Visitors from Korea,Lodging,Daily spending ($),dollar,2010,61.86
Visitors from Korea,Lodging,Daily spending ($),dollar,2011,74.42
Visitors from Korea,Lodging,Daily spending ($),dollar,2012,74.42
Visitors from Korea,Lodging,Daily spending ($),dollar,2013,84.79
Visitors from Korea,Lodging,Daily spending ($),dollar,2014,86.82
Visitors from Korea,Lodging,Daily spending ($),dollar,2015,93.53
Visitors from Korea,Lodging,Daily spending ($),dollar,2016,112.93
Visitors from Korea,Lodging,Daily spending ($),dollar,2017,86.97
Visitors from Korea,Lodging,Daily spending ($),dollar,2018,93.14
Visitors from Korea,Lodging,Daily spending ($),dollar,2019,91.49
Visitors from Korea,Lodging,Daily spending ($),dollar,2021,107.5
Visitors from Korea,Lodging,Daily spending ($),dollar,2022,110.06
Visitors from Korea,Lodging,Daily spending ($),dollar,2023,126.75
Visitors from Korea,All other expenses,Daily spending ($),dollar,2010,46.51
Visitors from Korea,All other expenses,Daily spending ($),dollar,2011,6.36
Visitors from Korea,All other expenses,Daily spending ($),dollar,2012,6.36
Visitors from Korea,All other expenses,Daily spending ($),dollar,2013,2.92
Visitors from Korea,All other expenses,Daily spending ($),dollar,2014,3.04
Visitors from Korea,All other expenses,Daily spending ($),dollar,2015,4.68
Visitors from Korea,All other expenses,Daily spending ($),dollar,2016,2.78
Visitors from Korea,All other expenses,Daily spending ($),dollar,2017,2.65
Visitors from Korea,All other expenses,Daily spending ($),dollar,2018,3.27
Visitors from Korea,All other expenses,Daily spending ($),dollar,2019,3.81
Visitors from Korea,All other expenses,Daily spending ($),dollar,2021,4
Visitors from Korea,All other expenses,Daily spending ($),dollar,2022,2.76
Visitors from Korea,All other expenses,Daily spending ($),dollar,2023,2.77
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2013,46.76
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2014,37.41
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2015,42.83
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2016,53.74
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2017,35.32
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2018,50.57
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2019,52.92
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2021,44.38
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2022,50.54
Visitors from Taiwan,Total Food and beverage,Daily spending ($),dollar,2023,52.31
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2013,20.43
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2014,16.05
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2015,21.7
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2016,27.07
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2017,20.49
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2018,22.67
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2019,26.65
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2021,21.82
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2022,23.07
Visitors from Taiwan,Total Entertainment & Recreation,Daily spending ($),dollar,2023,23.61
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2013,25.35
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2014,20.96
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2015,23.97
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2016,25.34
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2017,24.13
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2018,26.87
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2019,29.22
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2021,25.2
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2022,27.72
Visitors from Taiwan,Total Transportation,Daily spending ($),dollar,2023,28.66
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2013,74.14
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2014,65.83
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2015,59.32
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2016,73.11
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2017,75.17
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2018,56.95
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2019,63.72
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2021,62.58
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2022,62.7
Visitors from Taiwan,Total Shopping,Daily spending ($),dollar,2023,41.31
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2013,65.26
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2014,60
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2015,66.61
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2016,79.45
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2017,62.32
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2018,77.41
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2019,71.04
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2021,68.33
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2022,75.3
Visitors from Taiwan,Lodging,Daily spending ($),dollar,2023,118.24
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2013,5.95
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2014,4.04
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2015,7.37
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2016,6.16
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2017,4.71
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2018,6.37
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2019,7.41
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2021,5.62
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2022,7.57
Visitors from Taiwan,All other expenses,Daily spending ($),dollar,2023,1.27
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2009,33.35
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2010,41.28
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2011,39.64
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2012,38.46
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2013,42.05
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2014,37.44
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2015,49.15
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2016,33.45
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2017,42.92
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2018,41.97
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2019,46.77
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2021,45.58
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2022,47.43
Visitors from Latin America,Total Food and beverage,Daily spending ($),dollar,2023,59.15
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2009,17.2
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2010,18.57
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2011,19.89
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2012,19.68
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2013,26.9
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2014,19.67
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2015,25.74
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2016,16.74
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2017,23.39
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2018,25.18
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2019,21.87
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2021,24.47
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2022,24.23
Visitors from Latin America,Total Entertainment & Recreation,Daily spending ($),dollar,2023,36.62
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2009,23.81
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2010,27.58
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2011,23.42
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2012,29.43
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2013,26.48
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2014,28.55
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2015,29.2
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2016,22.79
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2017,25.7
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2018,29.51
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2019,28.84
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2021,29.93
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2022,30.33
Visitors from Latin America,Total Transportation,Daily spending ($),dollar,2023,35.74
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2009,33.01
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2010,37.48
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2011,39.98
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2012,38.96
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2013,32.98
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2014,58.44
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2015,29.65
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2016,34.09
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2017,44.76
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2018,29.85
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2019,24.37
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2021,34.6
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2022,30.86
Visitors from Latin America,Total Shopping,Daily spending ($),dollar,2023,55.67
Visitors from Latin America,Lodging,Daily spending ($),dollar,2009,58.09
Visitors from Latin America,Lodging,Daily spending ($),dollar,2010,68.14
Visitors from Latin America,Lodging,Daily spending ($),dollar,2011,72.54
Visitors from Latin America,Lodging,Daily spending ($),dollar,2012,70.79
Visitors from Latin America,Lodging,Daily spending ($),dollar,2013,84.37
Visitors from Latin America,Lodging,Daily spending ($),dollar,2014,114.9
Visitors from Latin America,Lodging,Daily spending ($),dollar,2015,96.25
Visitors from Latin America,Lodging,Daily spending ($),dollar,2016,66.18
Visitors from Latin America,Lodging,Daily spending ($),dollar,2017,98.76
Visitors from Latin America,Lodging,Daily spending ($),dollar,2018,97.64
Visitors from Latin America,Lodging,Daily spending ($),dollar,2019,94.82
Visitors from Latin America,Lodging,Daily spending ($),dollar,2021,97.69
Visitors from Latin America,Lodging,Daily spending ($),dollar,2022,98.95
Visitors from Latin America,Lodging,Daily spending ($),dollar,2023,111.2
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2009,19.47
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2010,19.39
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2011,15.97
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2012,2.86
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2013,9.36
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2014,10.44
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2015,17.41
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2016,13.47
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2017,17.92
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2018,16.46
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2019,16.98
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2021,17.39
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2022,17.2
Visitors from Latin America,All other expenses,Daily spending ($),dollar,2023,15.11
